a	2 709D 64C0
da4meng4chu1xing3	1 592768A6521D9192
da4mi3	1 59277C73
da4mi3fan4	1 59277C73996D
da4mian4ji1	1 5927976279EF
da4ming2	2 5927540D 5927660E
da4ming2ding3ding3	1 5927540D9F0E9F0E
da4mu3zhi3	1 592762C76307
da4nan4bu4si3	1 592796BE4E0D6B7B
da4nan4lin2tou2	1 592796BE4E345934
da4nao3	1 59278111
da4nao3pi2ceng2	1 5927811176AE5C42
da4nei4	1 59275185
da4nian2chu1yi1	1 59275E74521D4E00
da4niang2	1 59275A18
da4pan2	1 592776D8
da4pao4	1 592770AE
da4peng2	1 59279E4F
da4peng2che1	1 59277BF78F66
da4pi1	1 59276279
da4pi1liang4	1 5927627991CF
da4pian4	1 59277247
da4pian4da4pian4	1 5927724759277247
da4ping2	1 59275E73
da4po2	1 59275A46
da4qi2	2 592765D7 59279F50
da4qi4	1 59276C14
da4qi4ceng2	1 59276C145C42
da4qi4hou4	1 59276C145019
da4qian1shi4jie4	1 592753434E16754C
da4qian2ti2	1 5927524D63D0
da4qian2tian1	1 5927524D5929
da4qiao2	1 59276865
da4qin2jing3jiao4	1 592779E6666F6559
da4qin2xian4	1 592779E67EBF
da4qing1	1 59276E05
da4qing1shan1	1 592797525C71
da4qing1zao3	1 59276E0565E9
da4qing4	1 59275E86
da4quan2	2 59276743 59275168
da4ren2	1 59274EBA
da4ren2wu4	1 59274EBA7269
da4rong2	1 59278363
da4rou4	1 59278089
da4sai4	1 59278D5B
da4sang3men2	1 592755D395E8
da4sha1he2	1 59276C996CB3
da4sha1tou2	1 59276C995934
da4sha4	1 592753A6
da4shan1	1 59275C71
da4shao4ye2	1 59275C117237
da4she4	1 59278D66
da4sheng1	2 592758F0 5927751F
da4sheng1ji2hu1	1 592758F075BE547C
da4sheng4	1 592780DC
da4shi1	1 59275E08
da4shi1suo3wang4	1 592759316240671B
da4shi2dong4	1 592777F36D1E
da4shi3	1 59274F7F
da4shi3guan3	1 59274F7F9986
da4shi4	2 59274E8B 592752BF
da4shi4suo3qu1	1 592752BF62408D8B
da4shou3bi3	1 5927624B7B14
da4shou3da4jiao3	1 5927624B5927811A
da4shou4	1 59275BFF
da4shu2	1 592753D4
da4shu4	2 59276811 59276570
da4shuai4	1 59275E05
da4shui3	1 59276C34
da4shun4	1 5927821C
da4si4	1 59278086
da4suan4	1 5927849C
da4ta4bu4	1 59278E0F6B65
da4tang2	3 59275802 59275858 59275510
da4ti2	1 59275824
da4ti3	2 59274F53 72EC63FD
da4ti3shang4	1 59274F534E0A
da4tian2	1 59277530
da4ting1	1 59275385
da4ting2guang3zhong4	1 59275EAD5E7F4F17
da4tong2	1 5927540C
da4tong2shi4	1 5927540C5E02
da4tong2xiao3yi4	1 5927540C5C0F5F02
da4tou2	1 59275934
da4tu2sha1	1 59275C606740
da4tuan2jie2	1 592756E27ED3
da4tuan2yuan2	1 592756E25706
da4tui3	1 5927817F
da4wa1xian4	1 59276D3C53BF
da4wan4	1 59278155
da4wang2	1 5927738B
da4wang3	1 59277F51
da4wei2	2 59274E3A 59277EF4
da4wu4	1 592796FE
da4xi1nan2	1 5927897F5357
da4xi1yang2	1 5927897F6D0B
da4xi3	1 5927559C
da4xi3guo4wang4	1 5927559C8FC7671B
da4xi3shi4	1 5927559C4E8B
da4xi4	1 5927620F
da4xia2	1 59274FA0
da4xian1	1 59274ED9
da4xian3shen1shou3	1 5927663E8EAB624B
da4xian3shen2tong1	1 5927663E795E901A
da4xiang1jing4ting2	1 592776F85F845EAD
da4xiang4	1 59278C61
da4xiao3	1 59275C0F
da4xiao3bian4	1 59275C0F4FBF
da4xiao3cheng2	1 59275C0F4E58
da4xiao3xie3	1 59275C0F5199
da4xiao4	1 59277B11
da4xie3	1 59275199
da4xie3zi4mu3	1 592751995B576BCD
da4xin1	2 59276615 592765B0
da4xing1	1 59275174
da4xing1an1ling3	1 592751745B895CAD
da4xing1tu3mu4	1 59275174571F6728
da4xing1xian4	1 5927517453BF
da4xing1xing1	1 592773297329
da4xing1yuan2si4	1 5927517456ED5BFA
da4xing2	2 5927578B 59275211
da4xiong2bao3dian4	1 592796C45B9D6BBF
da4xuan3	1 59279009
da4xue2	1 59275B66
da4xue2sheng1	1 59275B66751F
da4xue2shi4	1 59275B6658EB
da4xue2tang2	1 59275B665802
da4xue3	1 592796EA
da4xun4	1 59276C5B
da4ya2wan1	1 592772596E7E
da4ya3zhi1tang2	1 592796C54E4B5802
da4ya4wan1	1 59274E9A6E7E
da4yan1	1 592770DF
da4yan2bu4can2	1 59278A004E0D60ED
da4yan4	1 592796C1
da4yang1jie1	1 5927592E8857
da4yang2	1 59276D0B
da4yang2zhou1	1 59276D0B6D32
da4yao2da4bai3	1 5927644759276446
da4yao2wan1hai3qu1	1 59277A916E7E6D77533A
da4ye2	1 59277237
da4ye4	1 59274E1A
da4yi1	2 59278863 59274E00
da4yi4	1 5927610F
da4yi4shi1jing1zhou1	1 5927610F593183465DDE
da4yin4	1 59275370
da4ying1	1 592782F1
da4yong1	1 59275EB8
da4yong3	1 592752C7
da4you2	2 59276CB9 59277337
da4you3bi4yi4	1 5927670988E876CA
da4you3ke3wei2	1 5927670953EF4E3A
da4you3ren2zai4	1 592767094EBA5728
da4you3wen2zhang1	1 5927670965877AE0
da4you3yi4chu4	1 5927670976CA5904
da4you3zuo4wei2	1 592767094F5C4E3A
da4yu2	3 59274E8E 59279C7C 59276109
da4yu3	2 592796E8 59275B87
da4yuan2	1 59275458
da4yuan2shuai4	1 592751435E05
da4yuan4	1 59279662
da4yue1	1 59277EA6
da4yue4jin4	1 59278DC38FDB
da4yun4he2	1 59278FD06CB3
da4za2hui4	1 5927674270E9
da4za2yuan4	1 592767429662
da4zao4	1 59277076
da4zeng1	1 5927589E
da4zha4lan2	1 59276805680F
da4zhan3	1 59275C55
da4zhan4	2 59276218 59277AD9
da4zhang1qi2gu3	1 59275F2065D79F13
da4zhang4fu1	1 59274E08592B
da4zhao1	1 5927948A
da4zheng4fang1zhen1	1 5927653F65B99488
da4zhi4	2 592781F4 59275FD7
da4zhi4da4yong3	1 5927667A592752C7
da4zhi4ruo4yu2	1 5927667A82E5611A
da4zhong1	1 59274E2D
da4zhong1cheng2shi4	1 59274E2D57CE5E02
da4zhong1xing2	1 59274E2D578B
da4zhong1xue2xiao4	1 59274E2D5B666821
da4zhong1zhuan1	1 59274E2D4E13
da4zhong4	2 59274F17 73894F5B5BFA
da4zhu3jiao4	1 59274E3B6559
da4zhuan1	1 59274E13
da4zhuan1xue2xiao4	1 59274E135B666821
da4zhuan1yuan4xiao4	1 59274E1396626821
da4zi4	1 59275B57
da4zi4bao4	1 59275B5762A5
da4zi4ran2	1 592781EA7136
da4zong1	1 59275B97
da4zuo3	1 59274F50
da4zuo4	1 59274F5C
da4zuo4jia1	1 59274F5C5BB6
da4zuo4pin3	1 59274F5C54C1
da4zuo4wen2zhang1	1 5927505A65877AE0
dai1	2  5F85 5446
dai1ban3	1 5446677F
dai1dai1	1 54465446
dai1ruo4mu4ji1	1 544682E567289E21
dai1zhang4	1 9000804C
dai1zhi4	1 54466EDE
dai1zi	1 54465B50
dai3	3  902E 6B79 50A3
dai3bu3	1 902E6355
dai3du2	1 6B796BD2
dai3nian4	1 6B795FF5
dai3tu2	1 6B795F92
dai4	23  5927 4EE3 5E26 5F85 6234 888B 8D37 902E 9EDB 6020 6B86 5CB1 8FE8 73B3 7519 9A80 7ED0 57ED 8F6A 825C 8976 7C24 9B98
dai4bi3	1 4EE37B14
dai4biao3	1 4EE38868
dai4biao3da4hui4	1 4EE3886859274F1A
dai4biao3dui4	1 4EE38868961F
dai4biao3hui4	1 4EE388684F1A
dai4biao3tuan2	1 4EE3886856E2
dai4biao3xing4	1 4EE388686027
dai4biao3zuo4	1 4EE388684F5C
dai4bing1	1 5E265175
dai4bing4	1 5E2675C5
dai4dai4	1 4EE34EE3
dai4dai4xiang1chuan2	1 4EE34EE376F84F20
dai4dao4	1 5E265230
dai4dong4	1 5E2652A8
dai4dui4	1 5E26961F
dai4er3	1 62345C14
dai4gong1	1 60205DE5
dai4gou4	1 4EE38D2D
dai4guan3	1 4EE37BA1
dai4hao4	1 4EE353F7
dai4hui2	1 5E2656DE
dai4hui4er2	1 5F854F1A513F
dai4jia4	1 4EE34EF7
dai4jin4	1 6B865C3D
dai4ke4	2 5F855BA2 4EE38BFE
dai4kuan3	1 8D376B3E
dai4lai2	1 5E266765
dai4li3	1 4EE37406
dai4li3ren2	1 4EE374064EBA
dai4li3shang1	1 4EE374065546
dai4li4	1 62347B20
dai4ling3	1 5E269886
dai4ma3	1 4EE37801
dai4man4	1 60206162
dai4mao4zi	1 62345E3D5B50
dai4ming2	1 4EE3540D
dai4ming4	1 5F85547D
dai4ren2	1 5F854EBA
dai4ru4	1 5E265165
dai4shou4	1 4EE3552E
dai4shu4	1 4EE36570
dai4ti4	1 4EE366FF
dai4tou2	1 5E265934
dai4wei2	1 4EE34E3A
dai4wei2·ai4sen1hao2wei1er3	1 62347EF4B7827E68EE8C6A5A015C14
dai4wei2·bei4er3jia1mi3ni2	1 62347EF4B78D1D5C1452A07C735C3C
dai4xiao1	1 4EE39500
dai4xiao4	2 62345B5D 5E267B11
dai4xie4	1 4EE38C22
dai4xun1	1 623452CB
dai4yan2ren2	1 4EE38A004EBA
dai4ying1	1 4EE382F1
dai4yong4	1 4EE37528
dai4yong4pin3	1 4EE3752854C1
dai4you3	1 5E266709
dai4yu4	2 5F859047 9EDB7389
dai4zheng4	1 4EE3653F
dai4zhi2	1 4EE3804C
dai4zi	2 5E265B50 888B5B50
dai4zi4gui1zhong1	1 5F855B5795FA4E2D
dai4zong3li3	1 4EE3603B7406
dai4zou3	1 5E268D70
dan1	15  5355 62C5 4E39 803D 7708 90F8 6B9A 8043 510B 7BAA 9156 7605 8078 8EAD 894C
dan1ba1xian4	1 4E395DF453BF
dan1bao3	1 62C54FDD
dan1bian1	1 53558FB9
dan1bo2	1 53558584
dan1bu4chai2da2er3	1 4E395E0367F48FBE5C14
dan1chan3	1 53554EA7
dan1che1	1 53558F66
dan1chun2	1 53557EAF
dan1chun2ci2	1 53557EAF8BCD
dan1ci2	1 53558BCD
dan1da3	1 53556253
dan1da3yi1	1 535562534E00
dan1dan1	1 53555355
dan1dang1	1 62C55F53
dan1dao1	1 53555200
dan1dao1zhi2ru4	1 5355520076F45165
dan1diao4	1 53558C03
dan1dong1	1 4E394E1C
dan1dong1shi4	1 4E394E1C5E02
dan1du2	1 535572EC
dan1fang1mian4	1 535565B99762
dan1feng4	1 4E3951E4
dan1fu4	1 62C58D1F
dan1gan4	1 53555E72
dan1ge1	1 803D6401
dan1ge4	1 53554E2A
dan1ji1	1 5355673A
dan1jia4	2 62C567B6 53554EF7
dan1ju4	1 535553E5
dan1ke1	1 535579D1
dan1kou3xiang1sheng1	1 535553E376F858F0
dan1ku4	1 535588E4
dan1lie4	1 53555217
dan1mai4	1 4E399EA6
dan1ming2	1 5355540D
dan1qin1	1 53554EB2
dan1qing1	1 4E399752
dan1ren2	1 53554EBA
dan1ren2chuang2	1 53554EBA5E8A
dan1ren4	1 62C54EFB
dan1shen1	1 53558EAB
dan1shen1han4	1 53558EAB6C49
dan1shu4	1 53556570
dan1tang2	1 53557CD6
dan1ti3	1 53554F53
dan1tian2	1 4E397530
dan1wei4	1 53554F4D
dan1wu4	1 803D8BEF
dan1xian4	1 535553BF
dan1xiang1si1	1 535576F8601D
dan1xiang4	2 53555411 53559879
dan1xin1	1 62C55FC3
dan1yan3pi2	1 5355773C76AE
dan1yang2	1 4E399633
dan1yi1	2 53554E00 53558863
dan1yi1hua4	1 53554E005316
dan1you1	1 62C55FE7
dan1yuan2	1 53555143
dan1zeng1	1 4E39589E
dan1zeng1jia1cuo4	1 4E39589E560963AA
dan1zhu1er3	1 4E3973E05C14
dan1zi	2 62C55B50 53555B50
dan1zi4	1 53555B57
dan3	5  80C6 63B8 75B8 8D55 9EEE
dan3da4	1 80C65927
dan3da4wang4wei2	1 80C6592759844E3A
dan3gan3	1 80C66562
dan3han2	1 80C65BD2
dan3liang4	1 80C691CF
dan3lue4	1 80C67565
dan3ping2	1 80C674F6
dan3qi4	1 80C66C14
dan3qie4	1 80C6602F
dan3shi2	1 80C68BC6
dan3xiao3	1 80C65C0F
dan3zi	1 80C65B50
dan4	21  4F46 77F3 5F39 62C5 6DE1 65E6 86CB 8BDE 6C2E 60EE 6FB9 5556 840F 7605 972E 79AB 8711 994F 99F3 8D09 9AE7
dan4bai2	1 86CB767D
dan4bai2zhi2	1 86CB767D8D28
dan4bo2	2 6DE16CCA 6DE18584
dan4chen2	1 8BDE8FB0
dan4chu1	1 6DE151FA
dan4dan4	1 6DE16DE1
dan4dan4de	1 6DE16DE17684
dan4dao4dao3dan4	1 5F3990535BFC5F39
dan4fei2	1 6C2E80A5
dan4gao1	1 86CB7CD5
dan4hen2	1 5F3975D5
dan4hua4	1 6DE15316
dan4huang2	1 86CB9EC4
dan4hui2	1 5F3956DE
dan4jing1jie2luu4	1 6B9A7CBE7AED8651
dan4juan3	1 86CB5377
dan4ke2	2 86CB58F3 5F3958F3
dan4lan2	1 6DE184DD
dan4mo4	1 6DE16F20
dan4pian4	1 5F397247
dan4qi3	1 5F398D77
dan4qing1	2 86CB6E05 6DE19752
dan4ran2	1 6DE17136
dan4se4	1 6DE18272
dan4she4	1 5F395C04
dan4sheng1	1 8BDE751F
dan4sheng1di4	1 8BDE751F5730
dan4shi4	2 4F46662F 725991C98D28
dan4shui3	1 6DE16C34
dan4tou2	1 5F395934
dan4wang4	1 6DE15FD8
dan4ya3	1 6DE196C5
dan4yang3hua4wu4	1 6C2E6C2753167269
dan4yao4	1 5F39836F
dan4yuan4	1 4F46613F
dan4zi	1 5F395B50
dan4zifang2	1 5F395B50623F
dang1	3  5F53 88C6 94DB
dang1ban1	1 5F5373ED
dang1bing1	1 5F535175
dang1cha1	1 5F535DEE
dang1chang2	1 5F53573A
dang1chao2	1 5F53671D
dang1cheng2	1 5F536210
dang1chu1	1 5F53521D
dang1chu3	1 5F535904
dang1dai4	1 5F534EE3
dang1dai4ren2	1 5F534EE34EBA
dang1dang1	1 5F535F53
dang1di4	1 5F535730
dang1di4ren2	1 5F5357304EBA
dang1duan4bu4duan4	1 5F5365AD4E0D65AD
dang1er2	1 5F53513F
dang1guan1	1 5F535B98
dang1ji1li4duan4	1 5F53673A7ACB65AD
dang1ji2	1 5F535373
dang1jia1	1 5F535BB6
dang1jia1de	1 5F535BB67684
dang1jia1zuo4zhu3	2 5F535BB6505A4E3B 5F535BB64F5C4E3B
dang1jin1	1 5F534ECA
dang1ju2	1 5F535C40
dang1kou3	1 5F5353E3
dang1liang4	1 5F5391CF
dang1mian4	1 5F539762
dang1nian2	1 5F535E74
dang1pu4	1 5F5394FA
dang1qian2	1 5F53524D
dang1quan2pai4	1 5F5367436D3E
dang1quan2zhe3	1 5F5367438005
dang1ran2	1 5F537136
dang1ri4	1 5F5365E5
dang1shi2	1 5F5365F6
dang1shi4	2 5F534E8B 5F534E16
dang1shi4ren2	1 5F534E8B4EBA
dang1shi4zhe3	1 5F534E8B8005
dang1tang2	1 5F535802
dang1tian1	1 5F535929
dang1tou2	1 5F535934
dang1tou2bang4he1	1 5F53593468D2559D
dang1wan3	1 5F53665A
dang1wu4zhi1ji2	1 5F5352A14E4B6025
dang1xia4	1 5F534E0B
dang1xin1	1 5F535FC3
dang1xiong1	1 5F5380F8
dang1xuan3	1 5F539009
dang1ye4	1 5F53591C
dang1yue4	1 5F536708
dang1zhao2	1 5F537740
dang1zhi1wu2kui4	1 5F534E4B65E06127
dang1zhong1	1 5F534E2D
dang1zhong4	1 5F534F17
dang1zuo4	1 5F534F5C
dang3	3  515A 6321 8C20
dang3an4	1 68636848
dang3an4guan3	1 686368489986
dang3an4gui4	1 6863684867DC
dang3ban3	1 6321677F
dang3ci4	1 68636B21
dang3dai4biao3	1 515A4EE38868
dang3dai4hui4	1 515A4EE34F1A
dang3fei4	1 515A8D39
dang3feng1	1 515A98CE
dang3ji2	1 515A7C4D
dang3jia4	1 632167B6
dang3ling2	1 515A9F84
dang3nei4	1 515A5185
dang3pai4	1 515A6D3E
dang3qi2	1 515A65D7
dang3qun2guan1xi4	1 515A7FA451737CFB
dang3shi3	1 515A53F2
dang3tu2	1 515A5F92
dang3tuan2	1 515A56E2
dang3tuan2yuan2	1 515A56E25458
dang3wei3	1 515A59D4
dang3wei3hui4	1 515A59D44F1A
dang3wei3shu1ji4	1 515A59D44E668BB0
dang3wu4	1 515A52A1
dang3xiao4	1 515A6821
dang3xing4	1 515A6027
dang3yu3	1 515A7FBD
dang3yuan2	1 515A5458
dang3zhang1	1 515A7AE0
dang3zheng4	1 515A653F
dang3zheng4ji1guan1	1 515A653F673A5173
dang3zheng4jun1	1 515A653F519B
dang3zheng4jun1min2	1 515A653F519B6C11
dang3zhi1bu4	1 515A652F90E8
dang3zhong1yang1	1 515A4E2D592E
dang3zhu4	1 63214F4F
dang3zi	1 68635B50
dang3zu3	1 515A7EC4
dang3zu3zhi1	1 515A7EC47EC7
dang4	12  5F53 8361 6863 6321 5B95 51FC 7800 83EA 903F 7C1C 8DA4 7911
dang4ran2wu2cun2	1 8361713665E05B58
dang4shan1	1 78005C71
dang4xin1dong4po4	1 83615FC352A89B44
dang4yang4	1 83616F3E
dang4zhen1	1 5F53771F
dang4zuo4	1 5F53505A
dao1	6  5200 53E8 6C18 5FC9 88EF 9C7D
dao1ba1	1 520075A4
dao1bing3	1 520067C4
dao1cha1	1 520053C9
dao1dao1	1 53E853E8
dao1feng1	1 5200950B
dao1geng1huo3zhong3	1 52008015706B79CD
dao1gu1	1 53E85495
dao1hen2	1 520075D5
dao1jian1	1 52005C16
dao1ju4	1 52005177
dao1kou3	1 520053E3
dao1pian4	1 52007247
dao1qiang1	1 520067AA
dao1qiao4	1 52009798
dao1ren4	1 52005203
dao1shang1	1 52004F24
dao1zi	1 52005B50
dao3	7  5BFC 5012 5C9B 7977 8E48 6363 969D
dao3chu1	1 5BFC51FA
dao3dan4	2 5BFC5F39 636386CB
dao3dian4xing4	1 5BFC75356027
dao3gao4	1 7977544A
dao3ge1	1 50126208
dao3gu3	1 63639F13
dao3guan3	1 5BFC7BA1
dao3gui3	1 5BFC8F68
dao3guo2	1 5C9B56FD
dao3hai3fan1jiang1	1 50126D777FFB6C5F
dao3hui3	1 63636BC1
dao3luan4	1 63634E71
dao3lun4	1 5BFC8BBA
dao3mai4	1 50125356
dao3mei2	1 50129709
dao3ru4	1 5BFC5165
dao3shi1	1 5BFC5E08
dao3sui4	2 78E87259 6363788E
dao3ta1	1 5012584C
dao3tai2	1 501253F0
dao3ti3	1 5BFC4F53
dao3xian4	1 5BFC7EBF
dao3xiang4	1 5BFC5411
dao3yan3	1 5BFC6F14
dao3yu3	1 5C9B5C7F
dao3yun4	1 50128FD0
dao3zhi4	1 5BFC81F4
dao3zhu3	1 5C9B4E3B
dao4	13  5230 9053 5012 76D7 7A3B 60BC 7118 7E9B 5E31 7A32 885F 7FE2 8EC7
dao4an4	1 76D76848
dao4bi3fa3te4	1 90536BD46CD57279
dao4bie2	1 9053522B
dao4bu4ming2	1 90534E0D660E
dao4bu4ru2	1 50124E0D5982
dao4bu4shi2yi2	1 90534E0D62FE9057
dao4cao3	1 7A3B8349
dao4chang2	3 5230573A 9053957F 9053573A
dao4cheng2	1 90536210
dao4chu1	1 905351FA
dao4chu4	1 52305904
dao4ci2	1 60BC8BCD
dao4da2	1 52308FBE
dao4dao4	1 90539053
dao4de2	1 90535FB7
dao4de2jing1	1 90535FB77ECF
dao4di3	1 52305E95
dao4diao4	1 50126389
dao4er2	1 9053513F
dao4fan2	1 905385E9
dao4fang3	1 52308BBF
dao4gu3	1 7A3B8C37
dao4guang1	1 90535149
dao4han2	1 90536DB5
dao4hao3	1 5012597D
dao4he4	1 90538D3A
dao4huan4	1 50126362
dao4hui4	1 52304F1A
dao4hui4zhe3	1 52304F1A8005
dao4jia1	1 90535BB6
dao4jiao4	1 90536559
dao4jiao4tu2	1 905365595F92
dao4jing1	1 90537ECF
dao4jing4	1 90539759
dao4ju4	1 90535177
dao4lai2	1 52306765
dao4lai2zhi1ji4	1 523067654E4B9645
dao4li3	1 90537406
dao4li4	1 50127ACB
dao4ling2	1 90539675
dao4liu2	1 50126D41
dao4long2	1 90539686
dao4lu4	1 90538DEF
dao4mi3	1 7A3B7C73
dao4nian4	1 60BC5FF5
dao4po4	1 90537834
dao4qi1	1 5230671F
dao4qi2	1 90535947
dao4qian4	1 90536B49
dao4qie4	1 76D77A83
dao4qie4an4	1 76D77A836848
dao4-qiong2si1	1 90532D743C65AF
dao4ren2	1 90534EBA
dao4ren4	1 52304EFB
dao4ru4	1 50125165
dao4shang4	1 90534E0A
dao4shi4	2 5012662F 905358EB
dao4shou3	1 5230624B
dao4shu4	1 50126570
dao4shui3	1 50126C34
dao4sui4	1 7A3B7A57
dao4tai2	1 905353F0
dao4tang1lai2	1 90536C6483B1
dao4tian2	1 7A3B7530
dao4tie1	1 50128D34
dao4tong3	1 90537EDF
dao4tou2	1 52305934
dao4tou2lai2	1 523059346765
dao4tu2	1 90535F92
dao4tui4	1 50129000
dao4wai4qu1	1 90535916533A
dao4wei4	1 52304F4D
dao4xia4	1 50124E0B
dao4xian1	1 90534ED9
dao4xiang4	1 501250CF
dao4xie4	1 90538C22
dao4xin4	1 90534FE1
dao4ye2	1 50127237
dao4yi4	1 90534E49
dao4ying3	1 50125F71
dao4ying4	1 50126620
dao4yong4	1 76D77528
dao4zei2	1 76D78D3C
dao4zhi4	1 50127F6E
dao4zhong3	1 7A3B79CD
dao4zhuan3	1 50128F6C
dao4zi	2 7A3B5B50 90535B50
dao4zou3	1 76D78D70
de	4  7684 5730 5F97 5E95
de2	3  5F97 5FB7 951D
de2cai2	1 5FB7624D
de2chang1	1 5FB7660C
de2feng1	1 5FB74E30
de2gao1wang4zhong4	1 5FB79AD8671B91CD
de2ge2	1 5FB7683C
de2gong1	1 5FB7529F
de2guo2	1 5FB756FD
de2hong2zhou1	1 5FB75B8F5DDE
de2huai2	1 5FB76000
de2ke4le4ke4	1 5FB7514B52D2514B
de2li2	1 5FB79ECE
de2li3si1	1 5FB791CC65AF
de2liang2	1 5FB7826F
de2luo4er3	1 5FB76D1B5C14
de2mu4qi2	1 5FB767289F50
de2mu4zong1	1 5FB767285B97
de2quan2	1 5FB75168
de2sheng1	1 5FB7751F
de2shi4gu3	1 5FB758EB53E4
de2si1	1 5FB765AF
de2wen2	1 5FB76587
de2xiang1	1 5FB776F8
de2xing2	1 5FB7884C
de2xing4	1 5FB76027
de2yi4zhi4	1 5FB7610F5FD7
de2yi4zhi4min2zhu3gong4he2guo2	1 5FB7610F5FD76C114E3B5171548C56FD
de2yu3	2 5FB77FBD 5FB78BED
de2yu4	1 5FB780B2
de2zhi4ti3	1 5FB7667A4F53
debing4	1 5F9775C5
debu4chang2shi1	1 5F974E0D507F5931
debu4dao4	1 5F974E0D5230
decheng3	1 5F97901E
dechong3	1 5F975BA0
dechu1	1 5F9751FA
decun4jin4chi3	1 5F975BF88FDB5C3A
dedang4	1 5F975F53
dedao4	1 5F975230
dede	1 76847684
defa3	1 5F976CD5
defen1	1 5F975206
deguo4qie3guo4	1 5F978FC74E148FC7
dehua4	1 76848BDD
dei3	1  5F97
dejiu4	1 5F976551
dekong4	1 5F977A7A
dela	1 5F975566
dele	1 5F974E86
deleba	1 5F974E865427
deli4	2 5F97529B 5F975229
deming2	1 5F97540D
deng1	5  767B 706F 8E6C 7C26 5654
deng1chang2	1 767B573A
deng1cheng2	1 767B7A0B
deng1feng1zao4ji2	1 767B5CF090206781
deng1gao1	1 767B9AD8
deng1guang1	1 706F5149
deng1hong2jiu3luu4	1 706F7EA291527EFF
deng1hua2	1 767B534E
deng1huo3	1 706F706B
deng1huo3hui1huang2	1 706F706B8F89714C
deng1ji1	1 767B673A
deng1ji4	2 767B8BB0 554668076CD5
deng1ji4biao3	1 767B8BB08868
deng1ji4chu3	1 767B8BB05904
deng1ji4ka3	1 767B8BB05361
deng1ju4	1 706F5177
deng1lin2	1 767B4E34
deng1long2	1 706F7B3C
deng1lu4	1 767B9646
deng1men2	1 767B95E8
deng1pao4	1 706F6CE1
deng1shan1	1 767B5C71
deng1shang4	2 767B4E0A 96BE4EE58A008868
deng1shi2	1 767B65F6
deng1shi4	1 706F9970
deng1si1	1 706F4E1D
deng1tai2	1 767B53F0
deng1tang2ru4shi4	1 767B580251655BA4
deng1xin1rong2	1 706F82AF7ED2
deng1ying2	1 767B701B
deng1you2	1 706F6CB9
deng1yue4	1 767B6708
deng1zai4	1 767B8F7D
deng1zhao4	1 706F7F69
deng3	2  7B49 6225
deng3dai4	1 7B495F85
deng3dao4	1 7B495230
deng3deng3	1 7B497B49
deng3hou4	1 7B495019
deng3ji2	1 7B497EA7
deng3jia4	1 7B494EF7
deng3jia4jiao1huan4	1 7B494EF74EA46362
deng3tong2	1 7B49540C
deng3xian2	1 7B4995F2
deng3xian2zhi1bei4	1 7B4995F24E4B8F88
deng3xiao4	1 7B496548
deng3yu2	1 7B494E8E
deng3zhi2	1 7B49503C
deng3zhi4jue2	1 7B4981F389C9
deng4	9  9093 77AA 51F3 6F84 8E6C 956B 5D9D 78F4 96A5
deng4deng4	1 8E6C8E6C
deng4ke1	1 909367EF
deng4yan3	1 77AA773C
deng4zi	1 51F35B50
deren2xin1	1 5F974EBA5FC3
desheng4	1 5F9780DC
desheng4bao3	1 5F9780DC5821
desheng4ji2	1 5F9780DC96C6
deshi1	1 5F975931
deshi4	2 768458EB 5F9752BF
deshi4gao1	1 768458EB9AD8
deshou3	1 5F97624B
deshu4	1 5F976570
deti3	1 5F974F53
detian1du2hou4	1 5F97592972EC539A
dewu4	1 5F976664
dexi1	1 5F976089
dexin1ying4shou3	1 5F975FC35E94624B
deyi3	1 5F974EE5
deyi4	2 5F97610F 5F9776CA
deyi4wang4xing2	1 5F97610F5FD85F62
deyi4yang2yang2	1 5F97610F6D0B6D0B
dezhi1	1 5F9777E5
dezhi4	1 5F975FD7
dezhu3	1 5F974E3B
dezui4	1 5F977F6A
di1	12  63D0 4F4E 6EF4 5824 5600 6C10 7F9D 955D 97AE 78FE 889B 9684
di1ai3	1 4F4E77EE
di1chan3	1 4F4E4EA7
di1chao2	1 4F4E6F6E
di1chen2	1 4F4E6C89
di1dang3	1 4F4E6863
di1di1	1 4F4E4F4E
di1dian3	1 4F4E70B9
di1diao4	1 4F4E8C03
di1gu1	1 4F4E4F30
di1hao4	1 4F4E8017
di1huan3	1 4F4E7F13
di1ji2	1 4F4E7EA7
di1ji2qu4wei4	1 4F4E7EA78DA35473
di1jia4	1 4F4E4EF7
di1jia4wei4	1 4F4E4EF74F4D
di1lian2	1 4F4E5EC9
di1lie4	1 4F4E52A3
di1liu1liu1	1 6EF46E9C6E9C
di1luo4	1 4F4E843D
di1neng2	1 4F4E80FD
di1nian2ji2	1 4F4E5E747EA7
di1ping2	1 4F4E5E73
di1san1xia4si4	1 4F4E4E094E0B56DB
di1sheng1	1 4F4E58F0
di1shou1ru4	1 4F4E65365165
di1shui3	1 6EF46C34
di1shui3bu4lou4	1 6EF46C344E0D6F0F
di1shui3cheng2bing1	1 6EF46C34621051B0
di1su4	1 4F4E901F
di1tou2	1 4F4E5934
di1wa1	1 4F4E6D3C
di1wa1di4	1 4F4E6D3C5730
di1wei2	1 4F4E5FAE
di1wen1	1 4F4E6E29
di1xia4	1 4F4E4E0B
di1xiao4	1 4F4E6548
di1xie3tang2	1 4F4E88407CD6
di1ya1	1 4F4E538B
di1yin1	1 4F4E97F3
